district_id,district_name,year,month,week,cases
Q6,Quận 6,2023,11,46,47
Q7,Quận 7,2023,11,46,60
Q8,Quận 8,2023,11,46,106
TB,Tân Bình,2023,11,46,117
TP,Tân Phú,2023,11,46,108
TD,Thủ Đức,2023,11,46,341
BC,Bình Chánh,2023,11,47,234
BT,Bình Tân,2023,11,47,252
BTH,Bình Thạnh,2023,11,47,117
CG,Cần Giờ,2023,11,47,23
CC,Củ Chi,2023,11,47,133
GV,Gò Vấp,2023,11,47,154
HM,Hóc Môn,2023,11,47,155
NB,Nhà Bè,2023,11,47,63
PN,Phú Nhuận,2023,11,47,22
Q1,Quận 1,2023,11,47,42
Q10,Quận 10,2023,11,47,38
Q11,Quận 11,2023,11,47,34
Q12,Quận 12,2023,11,47,149
Q3,Quận 3,2023,11,47,26
Q4,Quận 4,2023,11,47,35
Q5,Quận 5,2023,11,47,25
Q6,Quận 6,2023,11,47,42
Q7,Quận 7,2023,11,47,74
Q8,Quận 8,2023,11,47,85
TB,Tân Bình,2023,11,47,126
TP,Tân Phú,2023,11,47,110
TD,Thủ Đức,2023,11,47,320
BC,Bình Chánh,2023,11,48,258
BT,Bình Tân,2023,11,48,233
BTH,Bình Thạnh,2023,11,48,105
CG,Cần Giờ,2023,11,48,17
CC,Củ Chi,2023,11,48,134
GV,Gò Vấp,2023,11,48,148
HM,Hóc Môn,2023,11,48,149
NB,Nhà Bè,2023,11,48,65
PN,Phú Nhuận,2023,11,48,30
Q1,Quận 1,2023,11,48,44
Q10,Quận 10,2023,11,48,31
Q11,Quận 11,2023,11,48,37
Q12,Quận 12,2023,11,48,142
Q3,Quận 3,2023,11,48,19
Q4,Quận 4,2023,11,48,33
Q5,Quận 5,2023,11,48,23
Q6,Quận 6,2023,11,48,45
Q7,Quận 7,2023,11,48,76
Q8,Quận 8,2023,11,48,73
TB,Tân Bình,2023,11,48,113
TP,Tân Phú,2023,11,48,111
TD,Thủ Đức,2023,11,48,315
BC,Bình Chánh,2023,12,49,250
BT,Bình Tân,2023,12,49,161
BTH,Bình Thạnh,2023,12,49,107
CG,Cần Giờ,2023,12,49,23
CC,Củ Chi,2023,12,49,132
GV,Gò Vấp,2023,12,49,146
HM,Hóc Môn,2023,12,49,136
NB,Nhà Bè,2023,12,49,60
PN,Phú Nhuận,2023,12,49,29
Q1,Quận 1,2023,12,49,20
Q10,Quận 10,2023,12,49,31
Q11,Quận 11,2023,12,49,32
Q12,Quận 12,2023,12,49,141
Q3,Quận 3,2023,12,49,20
Q4,Quận 4,2023,12,49,43
Q5,Quận 5,2023,12,49,22
Q6,Quận 6,2023,12,49,41
Q7,Quận 7,2023,12,49,70
Q8,Quận 8,2023,12,49,71
TB,Tân Bình,2023,12,49,125
TP,Tân Phú,2023,12,49,91
TD,Thủ Đức,2023,12,49,302
BC,Bình Chánh,2023,12,50,209
BT,Bình Tân,2023,12,50,182
BTH,Bình Thạnh,2023,12,50,77
CG,Cần Giờ,2023,12,50,23
CC,Củ Chi,2023,12,50,117
GV,Gò Vấp,2023,12,50,140
HM,Hóc Môn,2023,12,50,145
NB,Nhà Bè,2023,12,50,52
PN,Phú Nhuận,2023,12,50,22
Q1,Quận 1,2023,12,50,27
Q10,Quận 10,2023,12,50,32
Q11,Quận 11,2023,12,50,33
Q12,Quận 12,2023,12,50,121
Q3,Quận 3,2023,12,50,19
Q4,Quận 4,2023,12,50,22
Q5,Quận 5,2023,12,50,18
Q6,Quận 6,2023,12,50,43
Q7,Quận 7,2023,12,50,62
Q8,Quận 8,2023,12,50,64
TB,Tân Bình,2023,12,50,96
TP,Tân Phú,2023,12,50,114
TD,Thủ Đức,2023,12,50,267
BC,Bình Chánh,2023,12,51,265
BT,Bình Tân,2023,12,51,183
BTH,Bình Thạnh,2023,12,51,93
CG,Cần Giờ,2023,12,51,19
CC,Củ Chi,2023,12,51,127
GV,Gò Vấp,2023,12,51,141
HM,Hóc Môn,2023,12,51,132
NB,Nhà Bè,2023,12,51,55
PN,Phú Nhuận,2023,12,51,25
Q1,Quận 1,2023,12,51,27
Q10,Quận 10,2023,12,51,30
Q11,Quận 11,2023,12,51,35
Q12,Quận 12,2023,12,51,133
Q3,Quận 3,2023,12,51,26
Q4,Quận 4,2023,12,51,28
Q5,Quận 5,2023,12,51,22
Q6,Quận 6,2023,12,51,46
Q7,Quận 7,2023,12,51,65
Q8,Quận 8,2023,12,51,78
TB,Tân Bình,2023,12,51,85
TP,Tân Phú,2023,12,51,108
TD,Thủ Đức,2023,12,51,296
BC,Bình Chánh,2023,12,52,196
BT,Bình Tân,2023,12,52,176
BTH,Bình Thạnh,2023,12,52,121
CG,Cần Giờ,2023,12,52,16
CC,Củ Chi,2023,12,52,105
GV,Gò Vấp,2023,12,52,140
HM,Hóc Môn,2023,12,52,135
NB,Nhà Bè,2023,12,52,35
PN,Phú Nhuận,2023,12,52,19
Q1,Quận 1,2023,12,52,27
Q10,Quận 10,2023,12,52,24
Q11,Quận 11,2023,12,52,34
Q12,Quận 12,2023,12,52,133
Q3,Quận 3,2023,12,52,22
Q4,Quận 4,2023,12,52,35
Q5,Quận 5,2023,12,52,27
Q6,Quận 6,2023,12,52,41
Q7,Quận 7,2023,12,52,50
Q8,Quận 8,2023,12,52,70
TB,Tân Bình,2023,12,52,96
TP,Tân Phú,2023,12,52,86
TD,Thủ Đức,2023,12,52,262
BC,Bình Chánh,2024,1,1,163
BT,Bình Tân,2024,1,1,123
BTH,Bình Thạnh,2024,1,1,77
CG,Cần Giờ,2024,1,1,6
CC,Củ Chi,2024,1,1,72
GV,Gò Vấp,2024,1,1,106
HM,Hóc Môn,2024,1,1,95
NB,Nhà Bè,2024,1,1,24
PN,Phú Nhuận,2024,1,1,13
Q1,Quận 1,2024,1,1,23
Q10,Quận 10,2024,1,1,26
Q11,Quận 11,2024,1,1,24
Q12,Quận 12,2024,1,1,82
Q3,Quận 3,2024,1,1,10
Q4,Quận 4,2024,1,1,24
Q5,Quận 5,2024,1,1,18
Q6,Quận 6,2024,1,1,31
Q7,Quận 7,2024,1,1,47
Q8,Quận 8,2024,1,1,53
TB,Tân Bình,2024,1,1,60
TP,Tân Phú,2024,1,1,61
TD,Thủ Đức,2024,1,1,197
BC,Bình Chánh,2024,1,2,147
BT,Bình Tân,2024,1,2,143
BTH,Bình Thạnh,2024,1,2,57
CG,Cần Giờ,2024,1,2,8
CC,Củ Chi,2024,1,2,89
GV,Gò Vấp,2024,1,2,99
HM,Hóc Môn,2024,1,2,91
NB,Nhà Bè,2024,1,2,39
PN,Phú Nhuận,2024,1,2,14
Q1,Quận 1,2024,1,2,20
Q10,Quận 10,2024,1,2,24
Q11,Quận 11,2024,1,2,19
Q12,Quận 12,2024,1,2,79
Q3,Quận 3,2024,1,2,15
Q4,Quận 4,2024,1,2,16
Q5,Quận 5,2024,1,2,20
Q6,Quận 6,2024,1,2,22
Q7,Quận 7,2024,1,2,41
Q8,Quận 8,2024,1,2,47
TB,Tân Bình,2024,1,2,84
TP,Tân Phú,2024,1,2,75
TD,Thủ Đức,2024,1,2,177
BC,Bình Chánh,2024,1,3,147
BT,Bình Tân,2024,1,3,120
BTH,Bình Thạnh,2024,1,3,84
CG,Cần Giờ,2024,1,3,15
CC,Củ Chi,2024,1,3,110
GV,Gò Vấp,2024,1,3,106
HM,Hóc Môn,2024,1,3,94
NB,Nhà Bè,2024,1,3,46
PN,Phú Nhuận,2024,1,3,19
Q1,Quận 1,2024,1,3,19
Q10,Quận 10,2024,1,3,20
Q11,Quận 11,2024,1,3,34
Q12,Quận 12,2024,1,3,85
Q3,Quận 3,2024,1,3,13
Q4,Quận 4,2024,1,3,21
Q5,Quận 5,2024,1,3,20
Q6,Quận 6,2024,1,3,26
Q7,Quận 7,2024,1,3,37
Q8,Quận 8,2024,1,3,51
TB,Tân Bình,2024,1,3,53
TP,Tân Phú,2024,1,3,74
TD,Thủ Đức,2024,1,3,194
BC,Bình Chánh,2024,1,4,173
BT,Bình Tân,2024,1,4,130
BTH,Bình Thạnh,2024,1,4,57
CG,Cần Giờ,2024,1,4,12
CC,Củ Chi,2024,1,4,80
GV,Gò Vấp,2024,1,4,103
HM,Hóc Môn,2024,1,4,81
NB,Nhà Bè,2024,1,4,30
PN,Phú Nhuận,2024,1,4,16
Q1,Quận 1,2024,1,4,21
Q10,Quận 10,2024,1,4,19
Q11,Quận 11,2024,1,4,26
Q12,Quận 12,2024,1,4,94
Q3,Quận 3,2024,1,4,18
Q4,Quận 4,2024,1,4,18
Q5,Quận 5,2024,1,4,12
Q6,Quận 6,2024,1,4,32
Q7,Quận 7,2024,1,4,39
Q8,Quận 8,2024,1,4,60
TB,Tân Bình,2024,1,4,70
TP,Tân Phú,2024,1,4,71
TD,Thủ Đức,2024,1,4,168
BC,Bình Chánh,2024,1,5,172
BT,Bình Tân,2024,1,5,133
BTH,Bình Thạnh,2024,1,5,90
CG,Cần Giờ,2024,1,5,14
CC,Củ Chi,2024,1,5,85
GV,Gò Vấp,2024,1,5,88
HM,Hóc Môn,2024,1,5,107
NB,Nhà Bè,2024,1,5,29
PN,Phú Nhuận,2024,1,5,15
Q1,Quận 1,2024,1,5,14
Q10,Quận 10,2024,1,5,17
Q11,Quận 11,2024,1,5,27
Q12,Quận 12,2024,1,5,98
Q3,Quận 3,2024,1,5,14
Q4,Quận 4,2024,1,5,20
Q5,Quận 5,2024,1,5,19
Q6,Quận 6,2024,1,5,39
Q7,Quận 7,2024,1,5,56
Q8,Quận 8,2024,1,5,56
TB,Tân Bình,2024,1,5,66
TP,Tân Phú,2024,1,5,70
TD,Thủ Đức,2024,1,5,184
BC,Bình Chánh,2024,2,6,137
BT,Bình Tân,2024,2,6,112
BTH,Bình Thạnh,2024,2,6,77
CG,Cần Giờ,2024,2,6,8
CC,Củ Chi,2024,2,6,71
GV,Gò Vấp,2024,2,6,106
HM,Hóc Môn,2024,2,6,95
NB,Nhà Bè,2024,2,6,40
PN,Phú Nhuận,2024,2,6,16
Q1,Quận 1,2024,2,6,26
Q10,Quận 10,2024,2,6,16
Q11,Quận 11,2024,2,6,21
Q12,Quận 12,2024,2,6,77
Q3,Quận 3,2024,2,6,21
Q4,Quận 4,2024,2,6,25
Q5,Quận 5,2024,2,6,17
Q6,Quận 6,2024,2,6,41
Q7,Quận 7,2024,2,6,55
Q8,Quận 8,2024,2,6,47
TB,Tân Bình,2024,2,6,62
TP,Tân Phú,2024,2,6,69
TD,Thủ Đức,2024,2,6,188
BC,Bình Chánh,2024,2,7,162
BT,Bình Tân,2024,2,7,142
BTH,Bình Thạnh,2024,2,7,74
CG,Cần Giờ,2024,2,7,14
CC,Củ Chi,2024,2,7,73
GV,Gò Vấp,2024,2,7,89
HM,Hóc Môn,2024,2,7,91
NB,Nhà Bè,2024,2,7,53
PN,Phú Nhuận,2024,2,7,12
Q1,Quận 1,2024,2,7,17
Q10,Quận 10,2024,2,7,20
Q11,Quận 11,2024,2,7,27
Q12,Quận 12,2024,2,7,101
Q3,Quận 3,2024,2,7,8
Q4,Quận 4,2024,2,7,17
Q5,Quận 5,2024,2,7,26
Q6,Quận 6,2024,2,7,36
Q7,Quận 7,2024,2,7,51
Q8,Quận 8,2024,2,7,45
TB,Tân Bình,2024,2,7,71
TP,Tân Phú,2024,2,7,63
TD,Thủ Đức,2024,2,7,214
BC,Bình Chánh,2024,2,8,171
BT,Bình Tân,2024,2,8,146
BTH,Bình Thạnh,2024,2,8,73
CG,Cần Giờ,2024,2,8,12
CC,Củ Chi,2024,2,8,66
GV,Gò Vấp,2024,2,8,110
HM,Hóc Môn,2024,2,8,83
NB,Nhà Bè,2024,2,8,33
PN,Phú Nhuận,2024,2,8,14
Q1,Quận 1,2024,2,8,14
Q10,Quận 10,2024,2,8,21
Q11,Quận 11,2024,2,8,28
Q12,Quận 12,2024,2,8,99
Q3,Quận 3,2024,2,8,19
Q4,Quận 4,2024,2,8,19
Q5,Quận 5,2024,2,8,20
Q6,Quận 6,2024,2,8,29
Q7,Quận 7,2024,2,8,56
Q8,Quận 8,2024,2,8,52
TB,Tân Bình,2024,2,8,61
TP,Tân Phú,2024,2,8,66
TD,Thủ Đức,2024,2,8,203
BC,Bình Chánh,2024,2,9,172
BT,Bình Tân,2024,2,9,139
BTH,Bình Thạnh,2024,2,9,70
CG,Cần Giờ,2024,2,9,13
CC,Củ Chi,2024,2,9,96
GV,Gò Vấp,2024,2,9,120
HM,Hóc Môn,2024,2,9,96
NB,Nhà Bè,2024,2,9,29
PN,Phú Nhuận,2024,2,9,9
Q1,Quận 1,2024,2,9,19
Q10,Quận 10,2024,2,9,18
Q11,Quận 11,2024,2,9,24
Q12,Quận 12,2024,2,9,99
Q3,Quận 3,2024,2,9,15
Q4,Quận 4,2024,2,9,20
Q5,Quận 5,2024,2,9,14
Q6,Quận 6,2024,2,9,26
Q7,Quận 7,2024,2,9,53
Q8,Quận 8,2024,2,9,56
TB,Tân Bình,2024,2,9,54
TP,Tân Phú,2024,2,9,65
TD,Thủ Đức,2024,2,9,210
BC,Bình Chánh,2024,3,10,151
BT,Bình Tân,2024,3,10,129
BTH,Bình Thạnh,2024,3,10,95
CG,Cần Giờ,2024,3,10,12
CC,Củ Chi,2024,3,10,86
GV,Gò Vấp,2024,3,10,86
HM,Hóc Môn,2024,3,10,102
NB,Nhà Bè,2024,3,10,34
PN,Phú Nhuận,2024,3,10,14
Q1,Quận 1,2024,3,10,19
Q10,Quận 10,2024,3,10,22
Q11,Quận 11,2024,3,10,33
Q12,Quận 12,2024,3,10,112
Q3,Quận 3,2024,3,10,19
Q4,Quận 4,2024,3,10,13
Q5,Quận 5,2024,3,10,19
Q6,Quận 6,2024,3,10,33
Q7,Quận 7,2024,3,10,65
Q8,Quận 8,2024,3,10,45
TB,Tân Bình,2024,3,10,71
TP,Tân Phú,2024,3,10,72
TD,Thủ Đức,2024,3,10,202
BC,Bình Chánh,2024,3,11,139
BT,Bình Tân,2024,3,11,134
BTH,Bình Thạnh,2024,3,11,72
CG,Cần Giờ,2024,3,11,15
CC,Củ Chi,2024,3,11,94
GV,Gò Vấp,2024,3,11,100
HM,Hóc Môn,2024,3,11,98
NB,Nhà Bè,2024,3,11,37
PN,Phú Nhuận,2024,3,11,10
Q1,Quận 1,2024,3,11,21
Q10,Quận 10,2024,3,11,21
Q11,Quận 11,2024,3,11,32
Q12,Quận 12,2024,3,11,79
Q3,Quận 3,2024,3,11,21
Q4,Quận 4,2024,3,11,27
Q5,Quận 5,2024,3,11,20
Q6,Quận 6,2024,3,11,36
Q7,Quận 7,2024,3,11,51
Q8,Quận 8,2024,3,11,45
TB,Tân Bình,2024,3,11,72
TP,Tân Phú,2024,3,11,67
TD,Thủ Đức,2024,3,11,214
BC,Bình Chánh,2024,3,12,146
BT,Bình Tân,2024,3,12,136
BTH,Bình Thạnh,2024,3,12,74
CG,Cần Giờ,2024,3,12,18
CC,Củ Chi,2024,3,12,82
GV,Gò Vấp,2024,3,12,112
HM,Hóc Môn,2024,3,12,93
NB,Nhà Bè,2024,3,12,38
PN,Phú Nhuận,2024,3,12,12
Q1,Quận 1,2024,3,12,21
Q10,Quận 10,2024,3,12,15
Q11,Quận 11,2024,3,12,37
Q12,Quận 12,2024,3,12,85
Q3,Quận 3,2024,3,12,13
Q4,Quận 4,2024,3,12,22
Q5,Quận 5,2024,3,12,20
Q6,Quận 6,2024,3,12,30
Q7,Quận 7,2024,3,12,46
Q8,Quận 8,2024,3,12,49
TB,Tân Bình,2024,3,12,78
TP,Tân Phú,2024,3,12,75
TD,Thủ Đức,2024,3,12,205
BC,Bình Chánh,2024,3,13,161
BT,Bình Tân,2024,3,13,126
BTH,Bình Thạnh,2024,3,13,70
CG,Cần Giờ,2024,3,13,12
CC,Củ Chi,2024,3,13,72
GV,Gò Vấp,2024,3,13,102
HM,Hóc Môn,2024,3,13,114
NB,Nhà Bè,2024,3,13,34
PN,Phú Nhuận,2024,3,13,13
Q1,Quận 1,2024,3,13,11
Q10,Quận 10,2024,3,13,23
Q11,Quận 11,2024,3,13,20
Q12,Quận 12,2024,3,13,93
Q3,Quận 3,2024,3,13,16
Q4,Quận 4,2024,3,13,23
Q5,Quận 5,2024,3,13,21
Q6,Quận 6,2024,3,13,31
Q7,Quận 7,2024,3,13,39
Q8,Quận 8,2024,3,13,63
TB,Tân Bình,2024,3,13,72
TP,Tân Phú,2024,3,13,73
TD,Thủ Đức,2024,3,13,214
BC,Bình Chánh,2024,4,14,141
BT,Bình Tân,2024,4,14,127
BTH,Bình Thạnh,2024,4,14,82
CG,Cần Giờ,2024,4,14,10
CC,Củ Chi,2024,4,14,79
GV,Gò Vấp,2024,4,14,96
HM,Hóc Môn,2024,4,14,96
NB,Nhà Bè,2024,4,14,26
PN,Phú Nhuận,2024,4,14,16
Q1,Quận 1,2024,4,14,22
Q10,Quận 10,2024,4,14,18
Q11,Quận 11,2024,4,14,28
Q12,Quận 12,2024,4,14,107
Q3,Quận 3,2024,4,14,11
Q4,Quận 4,2024,4,14,28
Q5,Quận 5,2024,4,14,22
Q6,Quận 6,2024,4,14,28
Q7,Quận 7,2024,4,14,43
Q8,Quận 8,2024,4,14,62
TB,Tân Bình,2024,4,14,88
TP,Tân Phú,2024,4,14,65
TD,Thủ Đức,2024,4,14,210
BC,Bình Chánh,2024,4,15,173
BT,Bình Tân,2024,4,15,139
BTH,Bình Thạnh,2024,4,15,84
CG,Cần Giờ,2024,4,15,10
CC,Củ Chi,2024,4,15,84
GV,Gò Vấp,2024,4,15,115
HM,Hóc Môn,2024,4,15,90
NB,Nhà Bè,2024,4,15,31
PN,Phú Nhuận,2024,4,15,20
Q1,Quận 1,2024,4,15,23
Q10,Quận 10,2024,4,15,24
Q11,Quận 11,2024,4,15,25
Q12,Quận 12,2024,4,15,104
Q3,Quận 3,2024,4,15,23
Q4,Quận 4,2024,4,15,26
Q5,Quận 5,2024,4,15,24
Q6,Quận 6,2024,4,15,26
Q7,Quận 7,2024,4,15,56
Q8,Quận 8,2024,4,15,57
TB,Tân Bình,2024,4,15,70
TP,Tân Phú,2024,4,15,70
TD,Thủ Đức,2024,4,15,224
BC,Bình Chánh,2024,4,16,192
BT,Bình Tân,2024,4,16,129
BTH,Bình Thạnh,2024,4,16,88
CG,Cần Giờ,2024,4,16,12
CC,Củ Chi,2024,4,16,85
GV,Gò Vấp,2024,4,16,88
HM,Hóc Môn,2024,4,16,105
NB,Nhà Bè,2024,4,16,36
PN,Phú Nhuận,2024,4,16,22
Q1,Quận 1,2024,4,16,27
Q10,Quận 10,2024,4,16,28
Q11,Quận 11,2024,4,16,23
Q12,Quận 12,2024,4,16,115
Q3,Quận 3,2024,4,16,28
Q4,Quận 4,2024,4,16,20
Q5,Quận 5,2024,4,16,31
Q6,Quận 6,2024,4,16,31
Q7,Quận 7,2024,4,16,57
Q8,Quận 8,2024,4,16,67
TB,Tân Bình,2024,4,16,76
TP,Tân Phú,2024,4,16,71
TD,Thủ Đức,2024,4,16,218
BC,Bình Chánh,2024,4,17,182
BT,Bình Tân,2024,4,17,144
BTH,Bình Thạnh,2024,4,17,85
CG,Cần Giờ,2024,4,17,18
CC,Củ Chi,2024,4,17,96
GV,Gò Vấp,2024,4,17,114
HM,Hóc Môn,2024,4,17,106
NB,Nhà Bè,2024,4,17,31
PN,Phú Nhuận,2024,4,17,26
Q1,Quận 1,2024,4,17,22
Q10,Quận 10,2024,4,17,25
Q11,Quận 11,2024,4,17,24
Q12,Quận 12,2024,4,17,94
Q3,Quận 3,2024,4,17,17
Q4,Quận 4,2024,4,17,23
Q5,Quận 5,2024,4,17,23
Q6,Quận 6,2024,4,17,33
Q7,Quận 7,2024,4,17,55
Q8,Quận 8,2024,4,17,62
TB,Tân Bình,2024,4,17,97
TP,Tân Phú,2024,4,17,59
TD,Thủ Đức,2024,4,17,217
BC,Bình Chánh,2024,4,18,185
BT,Bình Tân,2024,4,18,148
BTH,Bình Thạnh,2024,4,18,82
CG,Cần Giờ,2024,4,18,18
CC,Củ Chi,2024,4,18,85
GV,Gò Vấp,2024,4,18,122
HM,Hóc Môn,2024,4,18,111
NB,Nhà Bè,2024,4,18,42
PN,Phú Nhuận,2024,4,18,18
Q1,Quận 1,2024,4,18,20
Q10,Quận 10,2024,4,18,17
Q11,Quận 11,2024,4,18,34
Q12,Quận 12,2024,4,18,108
Q3,Quận 3,2024,4,18,17
Q4,Quận 4,2024,4,18,30
Q5,Quận 5,2024,4,18,19
Q6,Quận 6,2024,4,18,35
Q7,Quận 7,2024,4,18,38
Q8,Quận 8,2024,4,18,72
TB,Tân Bình,2024,4,18,72
TP,Tân Phú,2024,4,18,75
TD,Thủ Đức,2024,4,18,248
BC,Bình Chánh,2024,5,19,163
BT,Bình Tân,2024,5,19,155
BTH,Bình Thạnh,2024,5,19,105
CG,Cần Giờ,2024,5,19,13
CC,Củ Chi,2024,5,19,111
GV,Gò Vấp,2024,5,19,126
HM,Hóc Môn,2024,5,19,113
NB,Nhà Bè,2024,5,19,35
PN,Phú Nhuận,2024,5,19,15
Q1,Quận 1,2024,5,19,28
Q10,Quận 10,2024,5,19,28
Q11,Quận 11,2024,5,19,20
Q12,Quận 12,2024,5,19,109
Q3,Quận 3,2024,5,19,25
Q4,Quận 4,2024,5,19,30
Q5,Quận 5,2024,5,19,19
Q6,Quận 6,2024,5,19,50
Q7,Quận 7,2024,5,19,64
Q8,Quận 8,2024,5,19,65
TB,Tân Bình,2024,5,19,100
TP,Tân Phú,2024,5,19,85
TD,Thủ Đức,2024,5,19,252
BC,Bình Chánh,2024,5,20,199
BT,Bình Tân,2024,5,20,164
BTH,Bình Thạnh,2024,5,20,90
CG,Cần Giờ,2024,5,20,18
CC,Củ Chi,2024,5,20,90
GV,Gò Vấp,2024,5,20,146
HM,Hóc Môn,2024,5,20,112
NB,Nhà Bè,2024,5,20,48
PN,Phú Nhuận,2024,5,20,18
Q1,Quận 1,2024,5,20,39
Q10,Quận 10,2024,5,20,25
Q11,Quận 11,2024,5,20,26
Q12,Quận 12,2024,5,20,104
Q3,Quận 3,2024,5,20,18
Q4,Quận 4,2024,5,20,36
Q5,Quận 5,2024,5,20,23
Q6,Quận 6,2024,5,20,45
Q7,Quận 7,2024,5,20,52
Q8,Quận 8,2024,5,20,74
TB,Tân Bình,2024,5,20,82
TP,Tân Phú,2024,5,20,85
TD,Thủ Đức,2024,5,20,279
BC,Bình Chánh,2024,5,21,179
BT,Bình Tân,2024,5,21,175
BTH,Bình Thạnh,2024,5,21,89
CG,Cần Giờ,2024,5,21,13
CC,Củ Chi,2024,5,21,133
GV,Gò Vấp,2024,5,21,125
HM,Hóc Môn,2024,5,21,120
NB,Nhà Bè,2024,5,21,39
PN,Phú Nhuận,2024,5,21,17
Q1,Quận 1,2024,5,21,27
Q10,Quận 10,2024,5,21,32
Q11,Quận 11,2024,5,21,30
Q12,Quận 12,2024,5,21,110
Q3,Quận 3,2024,5,21,15
Q4,Quận 4,2024,5,21,24
Q5,Quận 5,2024,5,21,27
Q6,Quận 6,2024,5,21,37
Q7,Quận 7,2024,5,21,62
Q8,Quận 8,2024,5,21,54
TB,Tân Bình,2024,5,21,105
TP,Tân Phú,2024,5,21,83
TD,Thủ Đức,2024,5,21,270
BC,Bình Chánh,2024,5,22,219
BT,Bình Tân,2024,5,22,173
BTH,Bình Thạnh,2024,5,22,84
CG,Cần Giờ,2024,5,22,17
CC,Củ Chi,2024,5,22,104
GV,Gò Vấp,2024,5,22,138
HM,Hóc Môn,2024,5,22,107
NB,Nhà Bè,2024,5,22,61
PN,Phú Nhuận,2024,5,22,20
Q1,Quận 1,2024,5,22,25
Q10,Quận 10,2024,5,22,29
Q11,Quận 11,2024,5,22,26
Q12,Quận 12,2024,5,22,144
Q3,Quận 3,2024,5,22,16
Q4,Quận 4,2024,5,22,23
Q5,Quận 5,2024,5,22,20
Q6,Quận 6,2024,5,22,40
Q7,Quận 7,2024,5,22,51
Q8,Quận 8,2024,5,22,71
TB,Tân Bình,2024,5,22,101
TP,Tân Phú,2024,5,22,99
TD,Thủ Đức,2024,5,22,270
BC,Bình Chánh,2024,6,23,216
BT,Bình Tân,2024,6,23,187
BTH,Bình Thạnh,2024,6,23,101
CG,Cần Giờ,2024,6,23,25
CC,Củ Chi,2024,6,23,93
GV,Gò Vấp,2024,6,23,143
HM,Hóc Môn,2024,6,23,127
NB,Nhà Bè,2024,6,23,46
PN,Phú Nhuận,2024,6,23,23
Q1,Quận 1,2024,6,23,25
Q10,Quận 10,2024,6,23,25
Q11,Quận 11,2024,6,23,30
Q12,Quận 12,2024,6,23,113
Q3,Quận 3,2024,6,23,22
Q4,Quận 4,2024,6,23,30
Q5,Quận 5,2024,6,23,33
Q6,Quận 6,2024,6,23,38
Q7,Quận 7,2024,6,23,55
Q8,Quận 8,2024,6,23,70
TB,Tân Bình,2024,6,23,87
TP,Tân Phú,2024,6,23,80
TD,Thủ Đức,2024,6,23,284
BC,Bình Chánh,2024,6,24,230
BT,Bình Tân,2024,6,24,193
BTH,Bình Thạnh,2024,6,24,113
CG,Cần Giờ,2024,6,24,22
CC,Củ Chi,2024,6,24,111
GV,Gò Vấp,2024,6,24,140
HM,Hóc Môn,2024,6,24,142
NB,Nhà Bè,2024,6,24,56
PN,Phú Nhuận,2024,6,24,22
Q1,Quận 1,2024,6,24,31
Q10,Quận 10,2024,6,24,37
Q11,Quận 11,2024,6,24,37
Q12,Quận 12,2024,6,24,128
Q3,Quận 3,2024,6,24,21
Q4,Quận 4,2024,6,24,44
Q5,Quận 5,2024,6,24,18
Q6,Quận 6,2024,6,24,47
Q7,Quận 7,2024,6,24,77
Q8,Quận 8,2024,6,24,62
TB,Tân Bình,2024,6,24,90
TP,Tân Phú,2024,6,24,104
TD,Thủ Đức,2024,6,24,305
BC,Bình Chánh,2024,6,25,240
BT,Bình Tân,2024,6,25,186
BTH,Bình Thạnh,2024,6,25,103
CG,Cần Giờ,2024,6,25,28
CC,Củ Chi,2024,6,25,106
GV,Gò Vấp,2024,6,25,169
HM,Hóc Môn,2024,6,25,127
NB,Nhà Bè,2024,6,25,46
PN,Phú Nhuận,2024,6,25,23
Q1,Quận 1,2024,6,25,33
Q10,Quận 10,2024,6,25,28
Q11,Quận 11,2024,6,25,33
Q12,Quận 12,2024,6,25,149
Q3,Quận 3,2024,6,25,19
Q4,Quận 4,2024,6,25,28
Q5,Quận 5,2024,6,25,34
Q6,Quận 6,2024,6,25,35
Q7,Quận 7,2024,6,25,73
Q8,Quận 8,2024,6,25,77
TB,Tân Bình,2024,6,25,109
TP,Tân Phú,2024,6,25,95
TD,Thủ Đức,2024,6,25,297
BC,Bình Chánh,2024,6,26,254
BT,Bình Tân,2024,6,26,228
BTH,Bình Thạnh,2024,6,26,120
CG,Cần Giờ,2024,6,26,25
CC,Củ Chi,2024,6,26,120
GV,Gò Vấp,2024,6,26,147
HM,Hóc Môn,2024,6,26,172
NB,Nhà Bè,2024,6,26,45
PN,Phú Nhuận,2024,6,26,13
Q1,Quận 1,2024,6,26,26
Q10,Quận 10,2024,6,26,32
Q11,Quận 11,2024,6,26,43
Q12,Quận 12,2024,6,26,135
Q3,Quận 3,2024,6,26,27
Q4,Quận 4,2024,6,26,35
Q5,Quận 5,2024,6,26,24
Q6,Quận 6,2024,6,26,55
Q7,Quận 7,2024,6,26,71
Q8,Quận 8,2024,6,26,74
TB,Tân Bình,2024,6,26,95
TP,Tân Phú,2024,6,26,108
TD,Thủ Đức,2024,6,26,340
BC,Bình Chánh,2024,7,27,252
BT,Bình Tân,2024,7,27,228
BTH,Bình Thạnh,2024,7,27,107
CG,Cần Giờ,2024,7,27,29
CC,Củ Chi,2024,7,27,111
GV,Gò Vấp,2024,7,27,173
HM,Hóc Môn,2024,7,27,142
